7,6.66133814775094e-16,0.0340411152411905
9,6.66133814775094e-16,0.0473344312355619
11,2.6661642105269e-05,0.00100275165310626
13,3.98513581911786e-07,0.000973519472238671
15,1.09697145256327e-07,8.44666735932975e-06
17,9.74053282476461e-10,1.05539061423521e-05
19,4.32985036713518e-10,5.16588891663616e-08
21,2.45492515205115e-12,7.17186927623459e-08
23,1.24744659046883e-12,2.41656694655035e-10
25,1.0991207943789e-14,3.33856275958055e-10
27,6.88338275267597e-15,3.82051783330388e-11
