X,Y
0.190347246087853,0.164
0.200183634140554,0.164
0.205,0.164
0.209816365859446,0.164
0.164,0.190347246087853
0.164,0.200183634140554
0.164,0.205
0.190347246087853,0.168816365859446
0.200183634140554,0.168816365859446
0.205,0.168816365859446
0.178652753912147,0.178652753912147
0.190347246087853,0.178652753912147
0.200183634140554,0.178652753912147
0.205,0.178652753912147
0.168816365859446,0.190347246087853
0.178652753912147,0.190347246087853
0.190347246087853,0.190347246087853
0.200183634140554,0.190347246087853
0.205,0.190347246087853
0.168816365859446,0.200183634140554
0.178652753912147,0.200183634140554
0.190347246087853,0.200183634140554
0.200183634140554,0.200183634140554
0.205,0.200183634140554
0.168816365859446,0.205
0.178652753912147,0.205
0.190347246087853,0.205
0.200183634140554,0.205
0.205,0.205
0.209816365859446,0.168816365859446
0.219652753912147,0.168816365859446
0.209816365859446,0.178652753912147
0.219652753912147,0.178652753912147
0.209816365859446,0.190347246087853
0.219652753912147,0.190347246087853
0.231347246087853,0.190347246087853
0.209816365859446,0.200183634140554
0.219652753912147,0.200183634140554
0.231347246087853,0.200183634140554
0.209816365859446,0.205
0.219652753912147,0.205
0.231347246087853,0.205
0.164,0.209816365859446
0.168816365859446,0.209816365859446
0.178652753912147,0.209816365859446
0.190347246087853,0.209816365859446
0.200183634140554,0.209816365859446
0.205,0.209816365859446
0.168816365859446,0.219652753912147
0.178652753912147,0.219652753912147
0.190347246087853,0.219652753912147
0.200183634140554,0.219652753912147
0.205,0.219652753912147
0.190347246087853,0.231347246087853
0.200183634140554,0.231347246087853
0.205,0.231347246087853
0.209816365859446,0.209816365859446
0.219652753912147,0.209816365859446
0.231347246087853,0.209816365859446
0.209816365859446,0.219652753912147
0.219652753912147,0.219652753912147
0.231347246087853,0.219652753912147
0.209816365859446,0.231347246087853
0.219652753912147,0.231347246087853
0.200183634140554,0.164
0.205,0.164
0.200183634140554,0.168816365859446
0.205,0.168816365859446
0.200183634140554,0.178652753912147
0.205,0.178652753912147
0.200183634140554,0.190347246087853
0.205,0.190347246087853
0.200183634140554,0.200183634140554
0.205,0.200183634140554
0.200183634140554,0.205
0.205,0.205
0.209816365859446,0.168816365859446
0.219652753912147,0.168816365859446
0.209816365859446,0.178652753912147
0.219652753912147,0.178652753912147
0.231347246087853,0.178652753912147
0.241183634140554,0.178652753912147
0.246,0.178652753912147
0.209816365859446,0.190347246087853
0.219652753912147,0.190347246087853
0.231347246087853,0.190347246087853
0.241183634140554,0.190347246087853
0.246,0.190347246087853
0.209816365859446,0.200183634140554
0.219652753912147,0.200183634140554
0.231347246087853,0.200183634140554
0.241183634140554,0.200183634140554
0.246,0.200183634140554
0.209816365859446,0.205
0.219652753912147,0.205
0.231347246087853,0.205
0.241183634140554,0.205
0.246,0.205
0.250816365859446,0.178652753912147
0.260652753912147,0.178652753912147
0.250816365859446,0.190347246087853
0.260652753912147,0.190347246087853
0.272347246087853,0.190347246087853
0.282183634140554,0.190347246087853
0.287,0.190347246087853
0.250816365859446,0.200183634140554
0.260652753912147,0.200183634140554
0.272347246087853,0.200183634140554
0.282183634140554,0.200183634140554
0.287,0.200183634140554
0.250816365859446,0.205
0.260652753912147,0.205
0.272347246087853,0.205
0.282183634140554,0.205
0.287,0.205
0.291816365859446,0.190347246087853
0.301652753912147,0.190347246087853
0.291816365859446,0.200183634140554
0.301652753912147,0.200183634140554
0.313347246087853,0.200183634140554
0.323183634140554,0.200183634140554
0.328,0.200183634140554
0.291816365859446,0.205
0.301652753912147,0.205
0.313347246087853,0.205
0.323183634140554,0.205
0.328,0.205
0.332816365859446,0.200183634140554
0.342652753912147,0.200183634140554
0.200183634140554,0.209816365859446
0.205,0.209816365859446
0.200183634140554,0.219652753912147
0.205,0.219652753912147
0.200183634140554,0.231347246087853
0.205,0.231347246087853
0.209816365859446,0.209816365859446
0.219652753912147,0.209816365859446
0.231347246087853,0.209816365859446
0.241183634140554,0.209816365859446
0.246,0.209816365859446
0.209816365859446,0.219652753912147
0.219652753912147,0.219652753912147
0.231347246087853,0.219652753912147
0.241183634140554,0.219652753912147
0.246,0.219652753912147
0.209816365859446,0.231347246087853
0.219652753912147,0.231347246087853
0.250816365859446,0.209816365859446
0.260652753912147,0.209816365859446
0.272347246087853,0.209816365859446
0.282183634140554,0.209816365859446
0.287,0.209816365859446
0.250816365859446,0.219652753912147
0.260652753912147,0.219652753912147
0.291816365859446,0.209816365859446
0.301652753912147,0.209816365859446
